,track,groundspeed,altitude,timedelta,latitude,longitude,flight_id,callsign,icao24,timestamp
2520,193.51093665432234,244.6467398233678,6388.768130168319,378.3180401623249,47.64580593637725,8.345044855517262,TRAJ_12,TRAJ_12,TRAJ_12,2021-09-30 14:11:58.318040162+00:00
2539,157.2531893271746,208.4313008389557,4586.48329153657,439.93998217582697,47.58757219732892,8.381267221913333,TRAJ_12,TRAJ_12,TRAJ_12,2021-09-30 14:12:59.939982176+00:00
2599,137.53152250910958,149.5157127144353,1163.5891765356062,628.5688419342041,47.483585357666016,8.534017562866211,TRAJ_12,TRAJ_12,TRAJ_12,2021-09-30 14:16:08.568841934+00:00
2600,196.72237748549264,279.9351642787069,15543.988565541802,0.029132872819900513,48.1226079342406,8.671796353042703,TRAJ_13,TRAJ_13,TRAJ_13,2021-09-30 14:05:40.029132873+00:00
2638,201.4511078285019,287.19196088495806,12072.365905344486,131.03971630334854,47.96214695764992,8.600580281424701,TRAJ_13,TRAJ_13,TRAJ_13,2021-09-30 14:07:51.039716303+00:00
2669,201.83007139306903,274.63819231995956,10626.929124630986,237.49735355377194,47.838911505255005,8.504758751577766,TRAJ_13,TRAJ_13,TRAJ_13,2021-09-30 14:09:37.497353554+00:00
2681,196.2781007733456,256.58037730690904,9655.787305906415,279.29823961853975,47.78848734155136,8.496626901529398,TRAJ_13,TRAJ_13,TRAJ_13,2021-09-30 14:10:19.298239619+00:00
2695,214.22472189793814,251.00992743151886,8195.801221765578,327.2905399799347,47.74774591597897,8.44170296657239,TRAJ_13,TRAJ_13,TRAJ_13,2021-09-30 14:11:07.290539980+00:00
2721,188.86948957154192,216.92980714511882,6332.6709878165275,416.7944545745849,47.662310685310125,8.380786662492902,TRAJ_13,TRAJ_13,TRAJ_13,2021-09-30 14:12:36.794454575+00:00
2743,150.0067047695461,216.3474835527398,4290.765046700835,493.5415465831756,47.58916162656529,8.384790917988445,TRAJ_13,TRAJ_13,TRAJ_13,2021-09-30 14:13:53.541546583+00:00
2799,137.41156463713338,138.02866254551623,1463.060028105974,683.7096834182739,47.483551025390625,8.534076690673828,TRAJ_13,TRAJ_13,TRAJ_13,2021-09-30 14:17:03.709683418+00:00
2800,191.88474143693642,247.19851167407714,15598.530449345706,0.03388121724128723,48.10583910779206,8.617605474625634,TRAJ_14,TRAJ_14,TRAJ_14,2021-09-30 14:05:40.033881217+00:00
2832,191.3510129196608,252.74944502289188,12395.118323713543,117.05274018645285,47.97357115394185,8.605271274686025,TRAJ_14,TRAJ_14,TRAJ_14,2021-09-30 14:07:37.052740186+00:00
2856,199.03093051916434,269.71766782810016,10370.563289523125,205.09831044077873,47.87861603640599,8.542860695094623,TRAJ_14,TRAJ_14,TRAJ_14,2021-09-30 14:09:05.098310441+00:00
2881,200.75126316457337,247.64708660344905,8914.197199884802,296.86484166979784,47.77021859424391,8.504064468128,TRAJ_14,TRAJ_14,TRAJ_14,2021-09-30 14:10:36.864841670+00:00
2924,192.91565546857058,177.86191947735986,6347.099501360208,455.810002207756,47.65477396733569,8.353897979247233,TRAJ_14,TRAJ_14,TRAJ_14,2021-09-30 14:13:15.810002208+00:00
2943,149.69782260207515,185.3495164221492,4393.0587112903595,525.2045364528894,47.60208203239758,8.378916580727454,TRAJ_14,TRAJ_14,TRAJ_14,2021-09-30 14:14:25.204536453+00:00
2999,137.5669893793334,143.97252778984048,1227.4666905403135,728.8811612129211,47.48407745361328,8.533285140991211,TRAJ_14,TRAJ_14,TRAJ_14,2021-09-30 14:17:48.881161213+00:00
3000,196.1767096585914,350.89912169907933,15030.75659777969,0.017641425132751465,48.13827627390284,8.709432162907213,TRAJ_15,TRAJ_15,TRAJ_15,2021-09-30 14:05:40.017641425+00:00
3039,186.506710016451,289.98510150569234,11147.952643036844,156.8894865512848,47.90556872864387,8.683016203380214,TRAJ_15,TRAJ_15,TRAJ_15,2021-09-30 14:08:16.889486551+00:00
3058,210.11373309252488,253.30238954847758,9892.78330206871,233.0591368675232,47.81437330689898,8.651212762249965,TRAJ_15,TRAJ_15,TRAJ_15,2021-09-30 14:09:33.059136868+00:00
3081,241.79542879109522,224.66684031561772,8332.97318071127,325.5362588912248,47.7349219530427,8.561736515258684,TRAJ_15,TRAJ_15,TRAJ_15,2021-09-30 14:11:05.536258891+00:00
3114,263.13216510402566,236.48391935137448,5806.077647209167,458.32561309635645,47.72612479933223,8.355467291930283,TRAJ_15,TRAJ_15,TRAJ_15,2021-09-30 14:13:18.325613096+00:00
3119,203.46692007861748,239.68822416451343,5632.364347577096,479.0713433325291,47.71138976852557,8.332319544103726,TRAJ_15,TRAJ_15,TRAJ_15,2021-09-30 14:13:39.071343333+00:00
3143,149.40238410723958,223.91910692958115,4411.557439714669,575.6562307029963,47.61164072940144,8.362447613264571,TRAJ_15,TRAJ_15,TRAJ_15,2021-09-30 14:15:15.656230703+00:00
3199,137.38810256620866,137.17566155634591,1299.8803392052648,799.2313694953918,47.4836540222168,8.533842086791992,TRAJ_15,TRAJ_15,TRAJ_15,2021-09-30 14:18:59.231369495+00:00
3200,184.86279415688213,296.748298367399,13091.295356303452,0.011740297079086304,48.10007436042819,8.644773718121087,TRAJ_16,TRAJ_16,TRAJ_16,2021-09-30 14:05:40.011740297+00:00
3242,184.55285874321146,226.8376470353976,11761.160862445831,170.20884154736999,47.907299681127675,8.646766587080034,TRAJ_16,TRAJ_16,TRAJ_16,2021-09-30 14:08:30.208841547+00:00
3275,204.10196750162973,211.32770113747398,9746.161376312375,303.9177199602127,47.771601526587936,8.605492785916976,TRAJ_16,TRAJ_16,TRAJ_16,2021-09-30 14:10:43.917719960+00:00
3286,251.98366133390186,204.8422566939734,9114.090967178345,348.59019333124155,47.7467105749308,8.557932122796947,TRAJ_16,TRAJ_16,TRAJ_16,2021-09-30 14:11:28.590193331+00:00
3313,240.92400491767285,233.49676542749654,6863.728984631598,458.4308585822582,47.73010851548874,8.395569625352378,TRAJ_16,TRAJ_16,TRAJ_16,2021-09-30 14:13:18.430858582+00:00
3333,186.84264642268067,216.58272866328846,5833.118553459644,539.1242257356644,47.65601592663044,8.34304632206295,TRAJ_16,TRAJ_16,TRAJ_16,2021-09-30 14:14:39.124225736+00:00
3349,144.3445022015814,203.9988910688296,4714.777505397797,604.054606154561,47.598884929713485,8.376526462567027,TRAJ_16,TRAJ_16,TRAJ_16,2021-09-30 14:15:44.054606155+00:00
3399,137.28660929983994,144.80856268773752,1713.778395950794,806.1359784603119,47.483642578125,8.533905029296875,TRAJ_16,TRAJ_16,TRAJ_16,2021-09-30 14:19:06.135978460+00:00
3400,202.48578117019838,297.07365991292477,15942.743099853395,0.0025295913219451904,48.1541289685249,8.602669530707818,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:05:40.002529591+00:00
3418,180.00046180692692,293.5273891793695,13968.612615019081,69.68317323923111,48.06697790706459,8.557254807149356,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:06:49.683173239+00:00
3440,172.05022881792303,246.80167732078388,12350.362634100018,154.9174028635025,47.96374266039792,8.599452250007749,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:08:14.917402864+00:00
3477,193.00876786534988,235.14855222346094,9057.101074419916,299.04114866256714,47.80712559816152,8.608943050628925,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:10:39.041148663+00:00
3484,235.36318667975664,222.83168918939174,8797.709615156054,326.1843474209308,47.78484845810128,8.584375796616214,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:11:06.184347421+00:00
3505,225.40220552976882,228.22409610980708,7236.667671520262,405.9700756967067,47.74819995637615,8.479589286786688,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:12:25.970075697+00:00
3525,216.0507252469352,229.502312013481,5472.613835334778,484.7995775490999,47.68440058449852,8.396510969951066,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:13:44.799577549+00:00
3537,184.25941787019255,210.94050486631903,4892.446982860565,532.0039014667273,47.64148508257411,8.370526795790173,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:14:32.003901467+00:00
3559,145.33846307377064,202.68141808362654,3076.9630789756775,617.020462989807,47.56843272536857,8.419266678364695,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:15:57.020462990+00:00
3599,137.27355535589956,138.74607712042453,873.6110672354696,771.417403459549,47.48396301269531,8.533424377441406,TRAJ_17,TRAJ_17,TRAJ_17,2021-09-30 14:18:31.417403460+00:00
3600,205.9255591063018,250.23752272659698,15025.986548885701,0.023741573095321655,48.19259424184603,8.702015534060534,TRAJ_18,TRAJ_18,TRAJ_18,2021-09-30 14:05:40.023741573+00:00
3626,193.84204408908923,261.0914118663321,13721.056717587633,109.28609171509743,48.07711491209137,8.626648526482695,TRAJ_18,TRAJ_18,TRAJ_18,2021-09-30 14:07:29.286091715+00:00
3664,205.34433863751136,265.2410902006746,11631.165750324726,269.7155269384384,47.88455885484053,8.592195894772049,TRAJ_18,TRAJ_18,TRAJ_18,2021-09-30 14:10:09.715526938+00:00
3681,221.47269646907262,245.65968516358015,10661.520149558783,339.95887282490725,47.81806478534312,8.519487618484181,TRAJ_18,TRAJ_18,TRAJ_18,2021-09-30 14:11:19.958872825+00:00
3723,194.24622950230523,225.87371252133883,6915.189440920948,516.8386834561825,47.68832228465489,8.314636586106332,TRAJ_18,TRAJ_18,TRAJ_18,2021-09-30 14:14:16.838683456+00:00
3740,139.5580708959114,203.16235701891995,5538.980818353593,584.8889643922447,47.62678057806031,8.345691790308441,TRAJ_18,TRAJ_18,TRAJ_18,2021-09-30 14:15:24.888964392+00:00
3799,137.4456728905527,142.76912466394714,1665.9715630114076,837.7052816152573,47.48350524902344,8.534248352050781,TRAJ_18,TRAJ_18,TRAJ_18,2021-09-30 14:19:37.705281615+00:00
3800,179.5566248027913,306.5194578129152,12879.502794891594,0.01975548267364502,48.10869100491977,8.50276427846243,TRAJ_19,TRAJ_19,TRAJ_19,2021-09-30 14:05:40.019755483+00:00
3828,181.21721539181138,279.6524029576597,11569.274615496397,90.39169692993165,47.98845294971779,8.511548150968688,TRAJ_19,TRAJ_19,TRAJ_19,2021-09-30 14:07:10.391696930+00:00
3862,191.6216475809665,254.71702178125753,9601.568692922592,199.05831652879712,47.85415395222243,8.488824044834573,TRAJ_19,TRAJ_19,TRAJ_19,2021-09-30 14:08:59.058316529+00:00
3894,205.89945600744795,258.77280620201697,6854.48893904686,304.72755628824234,47.757195883286414,8.383977028294128,TRAJ_19,TRAJ_19,TRAJ_19,2021-09-30 14:10:44.727556288+00:00
3921,180.54025026993125,234.0027592232273,5263.129474967718,390.2154158353805,47.66105828729932,8.354972157176013,TRAJ_19,TRAJ_19,TRAJ_19,2021-09-30 14:12:10.215415835+00:00
3944,146.8831508335823,203.15329578893926,4171.35548889637,464.94153746962553,47.591199477046125,8.390927938346769,TRAJ_19,TRAJ_19,TRAJ_19,2021-09-30 14:13:24.941537470+00:00
3999,137.44409152180648,149.79634955193202,1670.8887740969656,642.1512322425842,47.48360824584961,8.534017562866211,TRAJ_19,TRAJ_19,TRAJ_19,2021-09-30 14:16:22.151232243+00:00
400,209.96454369781324,309.1461486733739,14386.180312931536,0.005247980356216431,48.143674455054224,8.705114318518188,TRAJ_2,TRAJ_2,TRAJ_2,2021-09-30 14:05:40.005247980+00:00
421,191.79914983144306,271.2846652466478,13029.83559332788,81.90392403304577,48.04555991142636,8.637669140733346,TRAJ_2,TRAJ_2,TRAJ_2,2021-09-30 14:07:01.903924033+00:00
477,202.15122199752972,247.73650574722856,9388.144482934149,300.66606163978577,47.78882201757484,8.607447290802794,TRAJ_2,TRAJ_2,TRAJ_2,2021-09-30 14:10:40.666061640+00:00
501,232.58378031145514,223.1830483277591,7217.553472146393,393.1857542991639,47.74813601389132,8.476391645439062,TRAJ_2,TRAJ_2,TRAJ_2,2021-09-30 14:12:13.185754299+00:00
527,190.60267855768208,217.43673509967928,5105.777874961495,495.3336595296859,47.668061688532504,8.384846789543658,TRAJ_2,TRAJ_2,TRAJ_2,2021-09-30 14:13:55.333659530+00:00
547,152.8115723296892,179.510509654377,4490.048276539891,573.4913350939751,47.5995743202641,8.384066438762137,TRAJ_2,TRAJ_2,TRAJ_2,2021-09-30 14:15:13.491335094+00:00
599,137.25624191872348,147.9232076858049,1460.3216871619222,776.0271351337433,47.483612060546875,8.534042358398438,TRAJ_2,TRAJ_2,TRAJ_2,2021-09-30 14:18:36.027135134+00:00
4000,189.45785858145794,335.3771187225722,12973.140803724526,0.02509477734565735,48.128320341562215,8.57494334465733,TRAJ_20,TRAJ_20,TRAJ_20,2021-09-30 14:05:40.025094777+00:00
4046,191.72657939240202,258.0455815069096,10208.746092021465,159.762743383646,47.92351108796448,8.460278091379564,TRAJ_20,TRAJ_20,TRAJ_20,2021-09-30 14:08:19.762743384+00:00
4080,191.35273539640707,250.2603529195301,8561.984790116549,279.45899969339365,47.784223884024456,8.47855564999566,TRAJ_20,TRAJ_20,TRAJ_20,2021-09-30 14:10:19.458999693+00:00
4097,224.87464412172807,225.34448168644911,7502.631035074593,337.02659976482397,47.75383891049919,8.400665680123016,TRAJ_20,TRAJ_20,TRAJ_20,2021-09-30 14:11:17.026599765+00:00
4119,191.82879520635836,204.78228248169452,6312.880632281304,414.1594005823136,47.688361666942875,8.352149005801587,TRAJ_20,TRAJ_20,TRAJ_20,2021-09-30 14:12:34.159400582+00:00
4150,144.20156246108587,229.25586176520903,4018.2061046361923,513.5844356715679,47.593851086518605,8.392757614376919,TRAJ_20,TRAJ_20,TRAJ_20,2021-09-30 14:14:13.584435672+00:00
4199,137.49485685935235,140.74853333471683,1575.335659086704,691.5572462081909,47.483642578125,8.534042358398438,TRAJ_20,TRAJ_20,TRAJ_20,2021-09-30 14:17:11.557246208+00:00
4200,189.44256243729475,309.7240528039789,12413.346233963965,0.03458842635154724,48.11701289497284,8.55551240826982,TRAJ_21,TRAJ_21,TRAJ_21,2021-09-30 14:05:40.034588426+00:00
4215,179.39989344415824,301.03778628912073,11633.819683641195,54.48391342163085,48.04185070677679,8.542453751571168,TRAJ_21,TRAJ_21,TRAJ_21,2021-09-30 14:06:34.483913422+00:00
4236,175.21337167194045,279.5984070474365,11258.866968005897,131.362236648798,47.941009304771526,8.5735834793832,TRAJ_21,TRAJ_21,TRAJ_21,2021-09-30 14:07:51.362236649+00:00
4260,194.24293205365632,278.6980012678398,9397.536262869835,221.72735941410065,47.82586631295542,8.564949493090909,TRAJ_21,TRAJ_21,TRAJ_21,2021-09-30 14:09:21.727359414+00:00
4322,186.6846481509687,179.33031024504282,6016.560009121896,443.7791022509336,47.64391267634212,8.36442254631381,TRAJ_21,TRAJ_21,TRAJ_21,2021-09-30 14:13:03.779102251+00:00
4344,145.43174562409556,164.62084044361384,4335.403795540333,524.8644568622112,47.5843004593498,8.3938255755636,TRAJ_21,TRAJ_21,TRAJ_21,2021-09-30 14:14:24.864456862+00:00
4399,137.4299697288633,144.51301317444813,1786.806011199951,725.1350240707397,47.48377990722656,8.533836364746094,TRAJ_21,TRAJ_21,TRAJ_21,2021-09-30 14:17:45.135024071+00:00
4400,199.86728827465845,316.4109472607599,13968.788253143428,0.0432991087436676,48.16437289325519,8.71218245784119,TRAJ_22,TRAJ_22,TRAJ_22,2021-09-30 14:05:40.043299109+00:00
4416,193.4997765099296,284.1934808185583,12767.138645797968,65.79644626379013,48.079437919150216,8.668314171448795,TRAJ_22,TRAJ_22,TRAJ_22,2021-09-30 14:06:45.796446264+00:00
4437,188.6708067216701,257.7647443228111,11949.300559982657,152.15055607259274,47.97314665970799,8.663444236467207,TRAJ_22,TRAJ_22,TRAJ_22,2021-09-30 14:08:12.150556073+00:00
4461,203.39965935570737,248.22886870701387,10697.020002175122,251.6926375627518,47.86041198740462,8.614904407064884,TRAJ_22,TRAJ_22,TRAJ_22,2021-09-30 14:09:51.692637563+00:00
4499,224.56939196078017,175.4753854372759,8999.48139451444,409.76025125384325,47.7876912983828,8.427350790369532,TRAJ_22,TRAJ_22,TRAJ_22,2021-09-30 14:12:29.760251254+00:00
4539,208.99369435867115,203.45799499900633,5595.259375870228,574.4800974726677,47.65467791010256,8.363612123008416,TRAJ_22,TRAJ_22,TRAJ_22,2021-09-30 14:15:14.480097473+00:00
4559,148.57421153139572,208.5501494005354,3737.7517046406865,657.0636398494244,47.58130286061147,8.402155623879553,TRAJ_22,TRAJ_22,TRAJ_22,2021-09-30 14:16:37.063639849+00:00
4599,137.57965223207847,149.16428386997197,1275.989657640457,820.2580248117447,47.483516693115234,8.534193992614746,TRAJ_22,TRAJ_22,TRAJ_22,2021-09-30 14:19:20.258024812+00:00
4600,208.86692412213029,231.53673681344796,13815.059310942886,0.03971683979034424,48.02770760184735,8.572863242756457,TRAJ_23,TRAJ_23,TRAJ_23,2021-09-30 14:05:40.039716840+00:00
4628,191.5108565748334,236.8039050720479,12176.873945072293,94.95170438289644,47.93932528642891,8.504704538481235,TRAJ_23,TRAJ_23,TRAJ_23,2021-09-30 14:07:14.951704383+00:00
4686,196.90361254398908,192.63763346731275,7645.102882385254,292.72737190127367,47.73305946239048,8.486173613591083,TRAJ_23,TRAJ_23,TRAJ_23,2021-09-30 14:10:32.727371901+00:00
4722,187.57120718656657,188.6409316344761,6483.870074059815,412.9759672582149,47.660481878188016,8.37710407520146,TRAJ_23,TRAJ_23,TRAJ_23,2021-09-30 14:12:32.975967258+00:00
4745,152.34177684434087,190.54958373580553,4278.6805879324675,493.82858860492706,47.592842938641915,8.394712818894268,TRAJ_23,TRAJ_23,TRAJ_23,2021-09-30 14:13:53.828588605+00:00
4799,137.740404316517,151.97749357473364,1864.1957879066465,674.6547565460205,47.483516693115234,8.534123420715332,TRAJ_23,TRAJ_23,TRAJ_23,2021-09-30 14:16:54.654756546+00:00
4800,200.28430767424493,304.64137175800494,15024.600067269055,0.001167207956314087,48.15093763376945,8.760607092028781,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:05:40.001167208+00:00
4811,180.14759156347662,303.4876510284954,14186.053380370138,45.057910278439515,48.08995038756848,8.744415715829824,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:06:25.057910278+00:00
4860,176.73192104061823,293.556561451794,9777.928661555052,247.71070647239685,47.80799818939847,8.778968264470894,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:09:47.710706472+00:00
4877,201.69398441677345,282.5055436143895,8167.090111225843,316.1262267380953,47.71887125948313,8.764705716296204,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:10:56.126226738+00:00
4882,251.2018277468346,278.8964505638966,7651.293754577636,336.1112653166056,47.70314134876849,8.736122467115695,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:11:16.111265317+00:00
4894,264.4921665829104,278.30145778579623,6428.770046681166,385.6481465995312,47.70756991134156,8.643041952842319,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:12:05.648146600+00:00
4908,260.71032751487786,260.63905238681053,5353.536398708819,442.5654003322124,47.682983774594604,8.54621681331,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:13:02.565400332+00:00
4922,252.25505987143373,236.49933736558708,4705.984371155501,500.73936110734934,47.686480253016626,8.450497157360358,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:14:00.739361107+00:00
4939,195.35518674923986,203.0779112623624,4553.199801966548,570.9520397186279,47.632814252850935,8.388574313208338,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:15:10.952039719+00:00
4957,146.62322934195973,188.20259966389293,3660.359890013933,642.9909034967424,47.57278568671802,8.415428814256945,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:16:22.990903497+00:00
4999,137.17701874533208,134.68131068020594,1364.1480699181554,816.1192443370819,47.483795166015625,8.533700942993164,TRAJ_24,TRAJ_24,TRAJ_24,2021-09-30 14:19:16.119244337+00:00
5000,211.74028148636475,330.72068759143065,14962.2639933601,-0.0017840266227722168,48.083076512291996,8.554296283906039,TRAJ_25,TRAJ_25,TRAJ_25,2021-09-30 14:05:39.998215973+00:00
5013,202.27921767848486,321.7161728932208,13768.330328166487,41.14697721600532,48.0309187804454,8.506634828242156,TRAJ_25,TRAJ_25,TRAJ_25,2021-09-30 14:06:21.146977216+00:00
5033,188.62788421897403,296.8595544191941,12218.965636193752,104.42814421653748,47.94475614253084,8.472491344560384,TRAJ_25,TRAJ_25,TRAJ_25,2021-09-30 14:07:24.428144217+00:00
